orderid,totalcost,orderdate
549,12.70,2024-08-16 18:50:08
550,12.70,2024-08-16 18:52:00
551,11.30,2024-08-16 18:53:52
552,11.30,2024-08-16 18:55:44
553,12.70,2024-08-16 18:57:36
554,11.30,2024-08-16 18:59:28
555,11.30,2024-08-16 19:01:20
556,11.30,2024-08-16 19:03:12
557,11.30,2024-08-16 19:05:04
558,24.00,2024-08-16 19:06:56
559,11.30,2024-08-16 19:08:48
560,12.70,2024-08-16 19:10:40
561,11.30,2024-08-16 19:12:32
562,11.30,2024-08-16 19:14:24
563,36.70,2024-08-16 19:16:16
564,12.70,2024-08-16 19:18:08
565,11.30,2024-08-16 19:20:00
566,11.30,2024-08-16 19:21:52
567,11.30,2024-08-16 19:23:44
568,11.30,2024-08-16 19:25:36
569,12.70,2024-08-16 19:27:28
570,11.30,2024-08-16 19:29:20
571,9.80,2024-08-16 19:31:12
572,9.80,2024-08-16 19:33:04
573,11.30,2024-08-16 19:34:56
574,11.30,2024-08-16 19:36:48
575,11.30,2024-08-16 19:38:40
576,12.70,2024-08-16 19:40:32
577,11.30,2024-08-16 19:42:24
578,24.00,2024-08-16 19:44:16
579,22.60,2024-08-16 19:46:08
580,11.30,2024-08-16 19:48:00
581,12.70,2024-08-16 19:49:52
582,9.80,2024-08-16 19:51:44
583,22.50,2024-08-16 19:53:36
584,12.70,2024-08-16 19:55:28
585,11.30,2024-08-19 10:02:14
586,12.70,2024-08-19 10:04:28
587,11.30,2024-08-19 10:06:42
588,9.80,2024-08-19 10:08:56
589,9.80,2024-08-19 10:11:10
590,11.30,2024-08-19 10:13:24
591,11.30,2024-08-19 10:15:38
592,12.70,2024-08-19 10:17:52
593,12.70,2024-08-19 10:20:06
594,9.80,2024-08-19 10:22:20
595,11.30,2024-08-19 10:24:34
596,12.70,2024-08-19 10:26:48
597,11.30,2024-08-19 10:29:02
598,11.30,2024-08-19 10:31:16
599,11.30,2024-08-19 10:33:30
600,11.30,2024-08-19 10:35:44
601,11.30,2024-08-19 10:37:58
602,12.70,2024-08-19 10:40:12
603,12.70,2024-08-19 10:42:26
604,11.30,2024-08-19 10:44:40
605,11.30,2024-08-19 10:46:54
606,11.30,2024-08-19 10:49:08
607,11.30,2024-08-19 10:51:22
608,11.30,2024-08-19 10:53:36
609,9.80,2024-08-19 10:55:50
610,11.30,2024-08-19 10:58:04
611,22.50,2024-08-19 11:00:18
612,11.30,2024-08-19 11:02:32
613,12.70,2024-08-19 11:04:46
614,11.30,2024-08-19 11:07:00
615,11.30,2024-08-19 11:09:14
616,11.30,2024-08-19 11:11:28
617,11.30,2024-08-19 11:13:42
618,11.30,2024-08-19 11:15:56
619,12.70,2024-08-19 11:18:10
620,11.30,2024-08-19 11:20:24
621,11.30,2024-08-19 11:22:38
622,11.30,2024-08-19 11:24:52
623,11.30,2024-08-19 11:27:06
624,11.30,2024-08-19 11:29:20
625,11.30,2024-08-19 11:31:34
626,12.70,2024-08-19 11:33:48
627,11.30,2024-08-19 11:36:02
628,12.70,2024-08-19 11:38:16
629,11.30,2024-08-19 11:40:30
630,11.30,2024-08-19 11:42:44
631,11.30,2024-08-19 11:44:58
632,12.70,2024-08-19 11:47:12
633,11.30,2024-08-19 11:49:26
634,11.30,2024-08-19 11:51:40
635,11.30,2024-08-19 11:53:54
636,11.30,2024-08-19 11:56:08
637,12.70,2024-08-19 11:58:22
638,11.30,2024-08-19 12:00:36
639,12.70,2024-08-19 12:02:50
640,12.70,2024-08-19 12:05:04
641,12.70,2024-08-19 12:07:18
642,11.30,2024-08-19 12:09:32
643,22.60,2024-08-19 12:11:46
644,12.70,2024-08-19 12:14:00
645,9.80,2024-08-19 12:16:14
646,11.30,2024-08-19 12:18:28
647,22.60,2024-08-19 12:20:42
648,9.80,2024-08-19 12:22:56
649,12.70,2024-08-19 12:25:10
650,9.80,2024-08-19 12:27:24
651,11.30,2024-08-19 12:29:38
652,12.70,2024-08-19 12:31:52
653,11.30,2024-08-19 12:34:06
654,12.70,2024-08-19 12:36:20
655,9.80,2024-08-19 12:38:34
656,24.00,2024-08-19 12:40:48
657,11.30,2024-08-19 12:43:02
658,9.80,2024-08-19 12:45:16
659,12.70,2024-08-19 12:47:30
660,11.30,2024-08-19 12:49:44
661,9.80,2024-08-19 12:51:58
662,11.30,2024-08-19 12:54:12
663,11.30,2024-08-19 12:56:26
664,12.70,2024-08-19 12:58:40
665,9.80,2024-08-19 13:00:54
666,12.70,2024-08-19 13:03:08
667,12.70,2024-08-19 13:05:22
668,12.70,2024-08-19 13:07:36
669,24.00,2024-08-19 13:09:50
670,12.70,2024-08-19 13:12:04
671,11.30,2024-08-19 13:14:18
672,11.30,2024-08-19 13:16:32
673,11.30,2024-08-19 13:18:46
674,12.70,2024-08-19 13:21:00
675,11.30,2024-08-19 13:23:14
676,33.80,2024-08-19 13:25:28
677,11.30,2024-08-19 13:27:42
678,11.30,2024-08-19 13:29:56
679,35.30,2024-08-19 13:32:10
680,11.30,2024-08-19 13:34:24
681,11.30,2024-08-19 13:36:38
682,11.30,2024-08-19 13:38:52
683,12.70,2024-08-19 13:41:06
684,11.30,2024-08-19 13:43:20
685,11.30,2024-08-19 13:45:34
686,11.30,2024-08-19 13:47:48
687,11.30,2024-08-19 13:50:02
688,12.70,2024-08-19 13:52:16
689,11.30,2024-08-19 13:54:30
690,11.30,2024-08-19 13:56:44
691,12.70,2024-08-19 13:58:58
692,11.30,2024-08-19 14:01:12
693,12.70,2024-08-19 14:03:26
694,11.30,2024-08-19 14:05:40
695,11.30,2024-08-19 14:07:54
696,11.30,2024-08-19 14:10:08
697,12.70,2024-08-19 14:12:22
698,8.30,2024-08-19 14:14:36
699,11.30,2024-08-19 14:16:50
700,12.70,2024-08-19 14:19:04
701,12.70,2024-08-19 14:21:18
702,9.80,2024-08-19 14:23:32
703,12.70,2024-08-19 14:25:46
704,12.70,2024-08-19 14:28:00
705,12.70,2024-08-19 14:30:14
706,11.30,2024-08-19 14:32:28
707,25.40,2024-08-19 14:34:42
708,12.70,2024-08-19 14:36:56
709,12.70,2024-08-19 14:39:10
710,12.70,2024-08-19 14:41:24
711,9.80,2024-08-19 14:43:38
712,11.30,2024-08-19 14:45:52
713,12.70,2024-08-19 14:48:06
714,24.00,2024-08-19 14:50:20
715,11.30,2024-08-19 14:52:34
716,24.00,2024-08-19 14:54:48
717,11.30,2024-08-19 14:57:02
718,11.30,2024-08-19 14:59:16
719,11.30,2024-08-19 15:01:30
720,25.40,2024-08-19 15:03:44
721,9.80,2024-08-19 15:05:58
722,12.70,2024-08-19 15:08:12
723,11.30,2024-08-19 15:10:26
724,11.30,2024-08-19 15:12:40
725,9.80,2024-08-19 15:14:54
726,24.00,2024-08-19 15:17:08
727,9.80,2024-08-19 15:19:22
728,12.70,2024-08-19 15:21:36
729,11.30,2024-08-19 15:23:50
730,12.70,2024-08-19 15:26:04
731,12.70,2024-08-19 15:28:18
732,12.70,2024-08-19 15:30:32
733,11.30,2024-08-19 15:32:46
734,11.30,2024-08-19 15:35:00
735,11.30,2024-08-19 15:37:14
736,11.30,2024-08-19 15:39:28
737,12.70,2024-08-19 15:41:42
738,11.30,2024-08-19 15:43:56
739,11.30,2024-08-19 15:46:10
740,12.70,2024-08-19 15:48:24
741,11.30,2024-08-19 15:50:38
742,9.80,2024-08-19 15:52:52
743,11.30,2024-08-19 15:55:06
744,11.30,2024-08-19 15:57:20
745,11.30,2024-08-19 15:59:34
746,9.80,2024-08-19 16:01:48
747,11.30,2024-08-19 16:04:02
748,11.30,2024-08-19 16:06:16
749,11.30,2024-08-19 16:08:30
750,11.30,2024-08-19 16:10:44
751,22.60,2024-08-19 16:12:58
752,12.70,2024-08-19 16:15:12
753,12.70,2024-08-19 16:17:26
754,11.30,2024-08-19 16:19:40
755,11.30,2024-08-19 16:21:54
756,11.30,2024-08-19 16:24:08
757,12.70,2024-08-19 16:26:22
758,12.70,2024-08-19 16:28:36
759,11.30,2024-08-19 16:30:50
760,11.30,2024-08-19 16:33:04
761,11.30,2024-08-19 16:35:18
762,24.00,2024-08-19 16:37:32
763,9.80,2024-08-19 16:39:46
764,12.70,2024-08-19 16:42:00
765,11.30,2024-08-19 16:44:14
766,12.70,2024-08-19 16:46:28
767,11.30,2024-08-19 16:48:42
768,11.30,2024-08-19 16:50:56
769,12.70,2024-08-19 16:53:10
770,12.70,2024-08-19 16:55:24
771,12.70,2024-08-19 16:57:38
772,11.30,2024-08-19 16:59:52
773,12.70,2024-08-19 17:02:06
774,11.30,2024-08-19 17:04:20
775,12.70,2024-08-19 17:06:34
776,12.70,2024-08-19 17:08:48
777,12.70,2024-08-19 17:11:02
778,9.80,2024-08-19 17:13:16
779,11.30,2024-08-19 17:15:30
780,11.30,2024-08-19 17:17:44
781,11.30,2024-08-19 17:19:58
782,9.80,2024-08-19 17:22:12
783,11.30,2024-08-19 17:24:26
784,9.80,2024-08-19 17:26:40
785,11.30,2024-08-19 17:28:54
786,11.30,2024-08-19 17:31:08
787,11.30,2024-08-19 17:33:22
788,12.70,2024-08-19 17:35:36
789,12.70,2024-08-19 17:37:50
790,12.70,2024-08-19 17:40:04
791,12.70,2024-08-19 17:42:18
792,11.30,2024-08-19 17:44:32
793,11.30,2024-08-19 17:46:46
794,12.70,2024-08-19 17:49:00
795,11.30,2024-08-19 17:51:14
796,11.30,2024-08-19 17:53:28
797,12.70,2024-08-19 17:55:42
798,11.30,2024-08-19 17:57:56
799,12.70,2024-08-19 18:00:10
800,11.30,2024-08-19 18:02:24
801,12.70,2024-08-19 18:04:38
802,11.30,2024-08-19 18:06:52
803,9.80,2024-08-19 18:09:06
804,11.30,2024-08-19 18:11:20
805,12.70,2024-08-19 18:13:34
806,12.70,2024-08-19 18:15:48
807,11.30,2024-08-19 18:18:02
808,12.70,2024-08-19 18:20:16
809,11.30,2024-08-19 18:22:30
810,11.30,2024-08-19 18:24:44
811,36.70,2024-08-19 18:26:58
812,11.30,2024-08-19 18:29:12
813,12.70,2024-08-19 18:31:26
814,11.30,2024-08-19 18:33:40
815,12.70,2024-08-19 18:35:54
816,11.30,2024-08-19 18:38:08
817,22.60,2024-08-19 18:40:22
818,12.70,2024-08-19 18:42:36
819,11.30,2024-08-19 18:44:50
820,11.30,2024-08-19 18:47:04
821,11.30,2024-08-19 18:49:18
822,11.30,2024-08-19 18:51:32
823,11.30,2024-08-19 18:53:46
824,11.30,2024-08-19 18:56:00
825,12.70,2024-08-19 18:58:14
826,11.30,2024-08-19 19:00:28
827,24.00,2024-08-19 19:02:42
828,12.70,2024-08-19 19:04:56
829,9.80,2024-08-19 19:07:10
830,11.30,2024-08-19 19:09:24
831,11.30,2024-08-19 19:11:38
832,12.70,2024-08-19 19:13:52
833,11.30,2024-08-19 19:16:06
834,12.70,2024-08-19 19:18:20
835,12.70,2024-08-19 19:20:34
836,12.70,2024-08-19 19:22:48
837,12.70,2024-08-19 19:25:02
838,11.30,2024-08-19 19:27:16
839,12.70,2024-08-19 19:29:30
840,12.70,2024-08-19 19:31:44
841,12.70,2024-08-19 19:33:58
842,12.70,2024-08-19 19:36:12
843,12.70,2024-08-19 19:38:26
844,11.30,2024-08-19 19:40:40
845,12.70,2024-08-19 19:42:54
846,12.70,2024-08-19 19:45:08
847,12.70,2024-08-19 19:47:22
848,11.30,2024-08-19 19:49:36
849,11.30,2024-08-19 19:51:50
850,11.30,2024-08-19 19:54:04
851,11.30,2024-08-19 19:56:18
852,11.30,2024-08-20 10:02:11
853,21.10,2024-08-20 10:04:22
854,11.30,2024-08-20 10:06:33
855,9.80,2024-08-20 10:08:44
856,12.70,2024-08-20 10:10:55
857,9.80,2024-08-20 10:13:06
858,9.80,2024-08-20 10:15:17
859,11.30,2024-08-20 10:17:28
860,8.30,2024-08-20 10:19:39
861,12.70,2024-08-20 10:21:50
862,24.00,2024-08-20 10:24:01
863,11.30,2024-08-20 10:26:12
864,9.80,2024-08-20 10:28:23
865,12.70,2024-08-20 10:30:34
866,11.30,2024-08-20 10:32:45
867,9.80,2024-08-20 10:34:56
868,12.70,2024-08-20 10:37:07
869,11.30,2024-08-20 10:39:18
870,12.70,2024-08-20 10:41:29
871,11.30,2024-08-20 10:43:40
872,11.30,2024-08-20 10:45:51
873,11.30,2024-08-20 10:48:02
874,11.30,2024-08-20 10:50:13
875,11.30,2024-08-20 10:52:24
876,11.30,2024-08-20 10:54:35
877,11.30,2024-08-20 10:56:46
878,11.30,2024-08-20 10:58:57
879,11.30,2024-08-20 11:01:08
880,11.30,2024-08-20 11:03:19
881,12.70,2024-08-20 11:05:30
882,11.30,2024-08-20 11:07:41
883,12.70,2024-08-20 11:09:52
884,12.70,2024-08-20 11:12:03
885,11.30,2024-08-20 11:14:14
886,11.30,2024-08-20 11:16:25
887,11.30,2024-08-20 11:18:36
888,9.80,2024-08-20 11:20:47
889,11.30,2024-08-20 11:22:58
890,12.70,2024-08-20 11:25:09
891,11.30,2024-08-20 11:27:20
892,11.30,2024-08-20 11:29:31
893,9.80,2024-08-20 11:31:42
894,22.50,2024-08-20 11:33:53
895,12.70,2024-08-20 11:36:04
896,11.30,2024-08-20 11:38:15
897,11.30,2024-08-20 11:40:26
898,11.30,2024-08-20 11:42:37
899,12.70,2024-08-20 11:44:48
900,36.70,2024-08-20 11:46:59
901,11.30,2024-08-20 11:49:10
902,12.70,2024-08-20 11:51:21
903,12.70,2024-08-20 11:53:32
904,12.70,2024-08-20 11:55:43
905,11.30,2024-08-20 11:57:54
906,11.30,2024-08-20 12:00:05
907,11.30,2024-08-20 12:02:16
908,12.70,2024-08-20 12:04:27
909,11.30,2024-08-20 12:06:38
910,21.10,2024-08-20 12:08:49
911,12.70,2024-08-20 12:11:00
912,12.70,2024-08-20 12:13:11
913,12.70,2024-08-20 12:15:22
914,11.30,2024-08-20 12:17:33
915,11.30,2024-08-20 12:19:44
916,11.30,2024-08-20 12:21:55
917,11.30,2024-08-20 12:24:06
918,11.30,2024-08-20 12:26:17
919,9.80,2024-08-20 12:28:28
920,12.70,2024-08-20 12:30:39
921,11.30,2024-08-20 12:32:50
922,11.30,2024-08-20 12:35:01
923,12.70,2024-08-20 12:37:12
924,11.30,2024-08-20 12:39:23
925,12.70,2024-08-20 12:41:34
926,12.70,2024-08-20 12:43:45
927,12.70,2024-08-20 12:45:56
928,11.30,2024-08-20 12:48:07
929,11.30,2024-08-20 12:50:18
930,12.70,2024-08-20 12:52:29
931,12.70,2024-08-20 12:54:40
932,11.30,2024-08-20 12:56:51
933,11.30,2024-08-20 12:59:02
934,11.30,2024-08-20 13:01:13
935,9.80,2024-08-20 13:03:24
936,11.30,2024-08-20 13:05:35
937,12.70,2024-08-20 13:07:46
938,12.70,2024-08-20 13:09:57
939,11.30,2024-08-20 13:12:08
940,12.70,2024-08-20 13:14:19
941,12.70,2024-08-20 13:16:30
942,9.80,2024-08-20 13:18:41
943,12.70,2024-08-20 13:20:52
944,11.30,2024-08-20 13:23:03
945,11.30,2024-08-20 13:25:14
946,12.70,2024-08-20 13:27:25
947,12.70,2024-08-20 13:29:36
948,11.30,2024-08-20 13:31:47
949,9.80,2024-08-20 13:33:58
950,11.30,2024-08-20 13:36:09
951,12.70,2024-08-20 13:38:20
952,12.70,2024-08-20 13:40:31
953,11.30,2024-08-20 13:42:42
954,32.40,2024-08-20 13:44:53
955,11.30,2024-08-20 13:47:04
956,11.30,2024-08-20 13:49:15
957,12.70,2024-08-20 13:51:26
958,11.30,2024-08-20 13:53:37
959,11.30,2024-08-20 13:55:48
960,12.70,2024-08-20 13:57:59
961,22.60,2024-08-20 14:00:10
962,9.80,2024-08-20 14:02:21
963,12.70,2024-08-20 14:04:32
964,12.70,2024-08-20 14:06:43
965,35.30,2024-08-20 14:08:54
966,12.70,2024-08-20 14:11:05
967,12.70,2024-08-20 14:13:16
968,11.30,2024-08-20 14:15:27
969,11.30,2024-08-20 14:17:38
970,11.30,2024-08-20 14:19:49
971,11.30,2024-08-20 14:22:00
972,11.30,2024-08-20 14:24:11
973,11.30,2024-08-20 14:26:22
974,24.00,2024-08-20 14:28:33
975,12.70,2024-08-20 14:30:44
976,22.50,2024-08-20 14:32:55
977,9.80,2024-08-20 14:35:06
978,11.30,2024-08-20 14:37:17
979,12.70,2024-08-20 14:39:28
980,11.30,2024-08-20 14:41:39
981,33.80,2024-08-20 14:43:50
982,12.70,2024-08-20 14:46:01
983,12.70,2024-08-20 14:48:12
984,12.70,2024-08-20 14:50:23
985,33.80,2024-08-20 14:52:34
986,12.70,2024-08-20 14:54:45
987,11.30,2024-08-20 14:56:56
988,9.80,2024-08-20 14:59:07
989,11.30,2024-08-20 15:01:18
990,11.30,2024-08-20 15:03:29
991,11.30,2024-08-20 15:05:40
992,12.70,2024-08-20 15:07:51
993,11.30,2024-08-20 15:10:02
994,12.70,2024-08-20 15:12:13
995,11.30,2024-08-20 15:14:24
996,25.40,2024-08-20 15:16:35
997,9.80,2024-08-20 15:18:46
998,12.70,2024-08-20 15:20:57
999,11.30,2024-08-20 15:23:08
1000,24.00,2024-08-20 15:25:19
1001,12.70,2024-08-20 15:27:30
1002,11.30,2024-08-20 15:29:41
1003,12.70,2024-08-20 15:31:52
1004,11.30,2024-08-20 15:34:03
1005,35.20,2024-08-20 15:36:14
1006,12.70,2024-08-20 15:38:25
1007,35.30,2024-08-20 15:40:36
1008,12.70,2024-08-20 15:42:47
1009,11.30,2024-08-20 15:44:58
1010,22.60,2024-08-20 15:47:09
1011,12.70,2024-08-20 15:49:20
1012,35.30,2024-08-20 15:51:31
1013,11.30,2024-08-20 15:53:42
1014,11.30,2024-08-20 15:55:53
1015,12.70,2024-08-20 15:58:04
1016,9.80,2024-08-20 16:00:15
1017,11.30,2024-08-20 16:02:26
1018,11.30,2024-08-20 16:04:37
1019,11.30,2024-08-20 16:06:48
1020,11.30,2024-08-20 16:08:59
1021,9.80,2024-08-20 16:11:10
1022,11.30,2024-08-20 16:13:21
1023,11.30,2024-08-20 16:15:32
1024,11.30,2024-08-20 16:17:43
1025,11.30,2024-08-20 16:19:54
1026,12.70,2024-08-20 16:22:05
1027,11.30,2024-08-20 16:24:16
1028,11.30,2024-08-20 16:26:27
1029,12.70,2024-08-20 16:28:38
1030,22.60,2024-08-20 16:30:49
1031,12.70,2024-08-20 16:33:00
1032,12.70,2024-08-20 16:35:11
1033,11.30,2024-08-20 16:37:22
1034,11.30,2024-08-20 16:39:33
1035,11.30,2024-08-20 16:41:44
1036,12.70,2024-08-20 16:43:55
1037,24.00,2024-08-20 16:46:06
1038,12.70,2024-08-20 16:48:17
1039,9.80,2024-08-20 16:50:28
1040,11.30,2024-08-20 16:52:39
1041,12.70,2024-08-20 16:54:50
1042,11.30,2024-08-20 16:57:01
1043,11.30,2024-08-20 16:59:12
1044,11.30,2024-08-20 17:01:23
1045,11.30,2024-08-20 17:03:34
1046,11.30,2024-08-20 17:05:45
1047,11.30,2024-08-20 17:07:56
1048,11.30,2024-08-20 17:10:07
1049,9.80,2024-08-20 17:12:18
1050,11.30,2024-08-20 17:14:29
1051,12.70,2024-08-20 17:16:40
1052,12.70,2024-08-20 17:18:51
1053,12.70,2024-08-20 17:21:02
1054,11.30,2024-08-20 17:23:13
1055,12.70,2024-08-20 17:25:24
1056,12.70,2024-08-20 17:27:35
1057,11.30,2024-08-20 17:29:46
1058,11.30,2024-08-20 17:31:57
1059,12.70,2024-08-20 17:34:08
1060,11.30,2024-08-20 17:36:19
1061,12.70,2024-08-20 17:38:30
1062,12.70,2024-08-20 17:40:41
1063,11.30,2024-08-20 17:42:52
1064,22.60,2024-08-20 17:45:03
1065,9.80,2024-08-20 17:47:14
1066,11.30,2024-08-20 17:49:25
1067,11.30,2024-08-20 17:51:36
1068,21.10,2024-08-20 17:53:47
1069,11.30,2024-08-20 17:55:58
1070,12.70,2024-08-20 17:58:09
1071,12.70,2024-08-20 18:00:20
1072,11.30,2024-08-20 18:02:31
1073,11.30,2024-08-20 18:04:42
1074,11.30,2024-08-20 18:06:53
1075,11.30,2024-08-20 18:09:04
1076,12.70,2024-08-20 18:11:15
1077,11.30,2024-08-20 18:13:26
1078,11.30,2024-08-20 18:15:37
1079,12.70,2024-08-20 18:17:48
1080,12.70,2024-08-20 18:19:59
1081,11.30,2024-08-20 18:22:10
1082,24.00,2024-08-20 18:24:21
1083,12.70,2024-08-20 18:26:32
1084,22.50,2024-08-20 18:28:43
1085,11.30,2024-08-20 18:30:54
1086,12.70,2024-08-20 18:33:05
1087,11.30,2024-08-20 18:35:16
1088,11.30,2024-08-20 18:37:27
1089,11.30,2024-08-20 18:39:38
1090,12.70,2024-08-20 18:41:49
1091,11.30,2024-08-20 18:44:00
1092,11.30,2024-08-20 18:46:11
1093,12.70,2024-08-20 18:48:22
1094,11.30,2024-08-20 18:50:33
1095,12.70,2024-08-20 18:52:44
1096,11.30,2024-08-20 18:54:55
1097,12.70,2024-08-20 18:57:06
1098,9.80,2024-08-20 18:59:17
1099,12.70,2024-08-20 19:01:28
1100,11.30,2024-08-20 19:03:39
1101,12.70,2024-08-20 19:05:50
1102,12.70,2024-08-20 19:08:01
1103,11.30,2024-08-20 19:10:12
1104,11.30,2024-08-20 19:12:23
1105,22.50,2024-08-20 19:14:34
1106,12.70,2024-08-20 19:16:45
1107,12.70,2024-08-20 19:18:56
1108,11.30,2024-08-20 19:21:07
1109,24.00,2024-08-20 19:23:18
1110,12.70,2024-08-20 19:25:29
1111,11.30,2024-08-20 19:27:40
1112,12.70,2024-08-20 19:29:51
1113,11.30,2024-08-20 19:32:02
1114,12.70,2024-08-20 19:34:13
1115,12.70,2024-08-20 19:36:24
1116,12.70,2024-08-20 19:38:35
1117,11.30,2024-08-20 19:40:46
1118,22.60,2024-08-20 19:42:57
1119,12.70,2024-08-20 19:45:08
1120,12.70,2024-08-20 19:47:19
1121,11.30,2024-08-20 19:49:30
1122,11.30,2024-08-20 19:51:41
1123,8.30,2024-08-20 19:53:52
1124,11.30,2024-08-20 19:56:03
1125,11.30,2024-08-20 19:58:14
1126,12.70,2024-08-21 10:02:09
1127,11.30,2024-08-21 10:04:18
1128,11.30,2024-08-21 10:06:27
1129,11.30,2024-08-21 10:08:36
1130,12.70,2024-08-21 10:10:45
1131,11.30,2024-08-21 10:12:54
1132,12.70,2024-08-21 10:15:03
1133,11.30,2024-08-21 10:17:12
1134,9.80,2024-08-21 10:19:21
1135,12.70,2024-08-21 10:21:30
1136,12.70,2024-08-21 10:23:39
1137,11.30,2024-08-21 10:25:48
1138,33.80,2024-08-21 10:27:57
1139,9.80,2024-08-21 10:30:06
1140,11.30,2024-08-21 10:32:15
1141,11.30,2024-08-21 10:34:24
1142,25.40,2024-08-21 10:36:33
1143,11.30,2024-08-21 10:38:42
1144,11.30,2024-08-21 10:40:51
1145,11.30,2024-08-21 10:43:00
1146,11.30,2024-08-21 10:45:09
1147,12.70,2024-08-21 10:47:18
1148,12.70,2024-08-21 10:49:27
1149,11.30,2024-08-21 10:51:36
1150,25.40,2024-08-21 10:53:45
1151,12.70,2024-08-21 10:55:54
1152,11.30,2024-08-21 10:58:03
1153,11.30,2024-08-21 11:00:12
1154,12.70,2024-08-21 11:02:21
1155,12.70,2024-08-21 11:04:30
1156,11.30,2024-08-21 11:06:39
1157,22.60,2024-08-21 11:08:48
1158,9.80,2024-08-21 11:10:57
1159,11.30,2024-08-21 11:13:06
1160,12.70,2024-08-21 11:15:15
1161,9.80,2024-08-21 11:17:24
1162,11.30,2024-08-21 11:19:33
1163,11.30,2024-08-21 11:21:42
1164,11.30,2024-08-21 11:23:51
1165,11.30,2024-08-21 11:26:00
1166,12.70,2024-08-21 11:28:09
1167,11.30,2024-08-21 11:30:18
1168,11.30,2024-08-21 11:32:27
1169,11.30,2024-08-21 11:34:36
1170,12.70,2024-08-21 11:36:45
1171,11.30,2024-08-21 11:38:54
1172,12.70,2024-08-21 11:41:03
1173,12.70,2024-08-21 11:43:12
1174,11.30,2024-08-21 11:45:21
1175,11.30,2024-08-21 11:47:30
1176,11.30,2024-08-21 11:49:39
1177,12.70,2024-08-21 11:51:48
1178,9.80,2024-08-21 11:53:57
1179,12.70,2024-08-21 11:56:06
1180,11.30,2024-08-21 11:58:15
1181,12.70,2024-08-21 12:00:24
1182,9.80,2024-08-21 12:02:33
1183,12.70,2024-08-21 12:04:42
1184,11.30,2024-08-21 12:06:51
1185,11.30,2024-08-21 12:09:00
1186,12.70,2024-08-21 12:11:09
1187,11.30,2024-08-21 12:13:18
1188,12.70,2024-08-21 12:15:27
1189,11.30,2024-08-21 12:17:36
1190,12.70,2024-08-21 12:19:45
1191,11.30,2024-08-21 12:21:54
1192,33.90,2024-08-21 12:24:03
1193,9.80,2024-08-21 12:26:12
1194,12.70,2024-08-21 12:28:21
1195,11.30,2024-08-21 12:30:30
1196,12.70,2024-08-21 12:32:39
1197,11.30,2024-08-21 12:34:48
1198,9.80,2024-08-21 12:36:57
1199,9.80,2024-08-21 12:39:06
1200,12.70,2024-08-21 12:41:15
1201,12.70,2024-08-21 12:43:24
1202,8.30,2024-08-21 12:45:33
1203,11.30,2024-08-21 12:47:42
1204,12.70,2024-08-21 12:49:51
1205,11.30,2024-08-21 12:52:00
1206,11.30,2024-08-21 12:54:09
1207,11.30,2024-08-21 12:56:18
1208,11.30,2024-08-21 12:58:27
1209,12.70,2024-08-21 13:00:36
1210,12.70,2024-08-21 13:02:45
1211,11.30,2024-08-21 13:04:54
1212,11.30,2024-08-21 13:07:03
1213,12.70,2024-08-21 13:09:12
1214,12.70,2024-08-21 13:11:21
1215,12.70,2024-08-21 13:13:30
1216,12.70,2024-08-21 13:15:39
1217,11.30,2024-08-21 13:17:48
1218,9.80,2024-08-21 13:19:57
1219,12.70,2024-08-21 13:22:06
1220,12.70,2024-08-21 13:24:15
1221,12.70,2024-08-21 13:26:24
1222,22.50,2024-08-21 13:28:33
1223,21.10,2024-08-21 13:30:42
1224,12.70,2024-08-21 13:32:51
1225,11.30,2024-08-21 13:35:00
1226,11.30,2024-08-21 13:37:09
1227,11.30,2024-08-21 13:39:18
1228,9.80,2024-08-21 13:41:27
1229,11.30,2024-08-21 13:43:36
1230,9.80,2024-08-21 13:45:45
1231,21.10,2024-08-21 13:47:54
1232,9.80,2024-08-21 13:50:03
1233,11.30,2024-08-21 13:52:12
1234,11.30,2024-08-21 13:54:21
1235,11.30,2024-08-21 13:56:30
1236,12.70,2024-08-21 13:58:39
1237,9.80,2024-08-21 14:00:48
1238,12.70,2024-08-21 14:02:57
1239,11.30,2024-08-21 14:05:06
1240,22.60,2024-08-21 14:07:15
1241,11.30,2024-08-21 14:09:24
1242,12.70,2024-08-21 14:11:33
1243,11.30,2024-08-21 14:13:42
1244,11.30,2024-08-21 14:15:51
1245,11.30,2024-08-21 14:18:00
1246,12.70,2024-08-21 14:20:09
1247,12.70,2024-08-21 14:22:18
1248,11.30,2024-08-21 14:24:27
1249,11.30,2024-08-21 14:26:36
1250,11.30,2024-08-21 14:28:45
1251,11.30,2024-08-21 14:30:54
1252,11.30,2024-08-21 14:33:03
1253,12.70,2024-08-21 14:35:12
1254,12.70,2024-08-21 14:37:21
1255,12.70,2024-08-21 14:39:30
1256,11.30,2024-08-21 14:41:39
1257,11.30,2024-08-21 14:43:48
1258,9.80,2024-08-21 14:45:57
1259,12.70,2024-08-21 14:48:06
1260,12.70,2024-08-21 14:50:15
1261,11.30,2024-08-21 14:52:24
1262,12.70,2024-08-21 14:54:33
1263,12.70,2024-08-21 14:56:42
1264,11.30,2024-08-21 14:58:51
1265,22.60,2024-08-21 15:01:00
1266,11.30,2024-08-21 15:03:09
1267,11.30,2024-08-21 15:05:18
1268,11.30,2024-08-21 15:07:27
1269,9.80,2024-08-21 15:09:36
