orderid,item,itemid
1364,3944,1819
1365,2048,1820
1366,3246,1821
1367,3608,1822
1368,2671,1823
1368,865,1824
1369,5119,1825
1370,4950,1826
1371,95,1827
1372,2091,1828
1372,5230,1829
1372,4956,1830
1373,2659,1831
1374,1470,1832
1375,1770,1833
1376,4668,1834
1377,4083,1835
1378,1032,1836
1379,1358,1837
1380,283,1838
1381,3730,1839
1381,887,1840
1382,2345,1841
1383,1219,1842
1384,4404,1843
1385,101,1844
1386,2848,1845
1387,914,1846
1388,1274,1847
1389,4628,1848
1390,3773,1849
1391,2660,1850
1392,813,1851
1393,1755,1852
1394,5016,1853
1395,922,1854
1396,5304,1855
1397,2523,1856
1398,5200,1857
1399,1180,1858
1400,623,1859
1401,3716,1860
1402,4105,1861
1403,1204,1862
1404,2592,1863
1405,3874,1864
1406,1228,1865
1407,1204,1866
1408,1540,1867
1409,3644,1868
1410,4197,1869
1411,3548,1870
1412,2752,1871
1413,4226,1872
1414,343,1873
1415,1446,1874
1416,2345,1875
1417,2348,1876
1418,3821,1877
1419,4679,1878
1419,1959,1879
1420,3852,1880
1421,892,1881
1422,4929,1882
1423,4835,1883
1424,425,1884
1425,1390,1885
1426,1124,1886
1427,156,1887
1427,3842,1888
1428,4893,1889
1429,4037,1890
1430,2713,1891
1431,1912,1892
1432,4593,1893
1433,2160,1894
1434,1060,1895
1435,2423,1896
1436,1632,1897
1437,2943,1898
1438,1050,1899
1439,3183,1900
1440,4096,1901
1441,3666,1902
1442,2312,1903
1443,2036,1904
1444,1271,1905
1445,3370,1906
1446,2606,1907
1447,4282,1908
1448,1104,1909
1448,4592,1910
1449,4642,1911
1450,3505,1912
1451,105,1913
1452,3031,1914
1453,4625,1915
1454,1714,1916
1455,671,1917
1456,4035,1918
1457,5018,1919
1457,4161,1920
1457,3778,1921
1458,1349,1922
1459,847,1923
1460,490,1924
1461,3603,1925
1462,3781,1926
1463,55,1927
1464,2557,1928
1465,3407,1929
1466,3527,1930
1467,69,1931
1468,5126,1932
1469,1505,1933
1470,4797,1934
1471,36,1935
1472,939,1936
1473,499,1937
1474,1817,1938
1475,1426,1939
1475,5328,1940
1475,2721,1941
1476,1569,1942
1477,5212,1943
1478,248,1944
1479,4660,1945
1480,4822,1946
1481,1483,1947
1482,3965,1948
1483,2405,1949
1483,3224,1950
1483,1915,1951
1484,4575,1952
1485,1530,1953
1486,3887,1954
1487,3573,1955
1488,1601,1956
1489,1811,1957
1489,3679,1958
1490,3401,1959
1491,3658,1960
1492,1777,1961
1493,2291,1962
1494,823,1963
1495,2595,1964
1496,2720,1965
1497,932,1966
1498,3882,1967
1499,2296,1968
1500,640,1969
1501,552,1970
1502,4488,1971
1503,5269,1972
1504,1455,1973
1505,2315,1974
1506,3979,1975
1507,3980,1976
1508,1886,1977
1509,3861,1978
1510,1728,1979
1511,368,1980
1512,1124,1981
1513,5257,1982
1514,156,1983
1515,2371,1984
1516,3305,1985
1517,1902,1986
1518,1425,1987
1519,4970,1988
1520,3339,1989
1521,4828,1990
1522,3018,1991
1523,4568,1992
1524,2761,1993
1525,2174,1994
1526,344,1995
1527,1667,1996
1528,725,1997
1529,4921,1998
1530,3427,1999
1531,1126,2000
1532,3828,2001
1533,4255,2002
1534,5122,2003
1535,4500,2004
1535,4662,2005
1536,2571,2006
1537,4036,2007
1538,5321,2008
1539,2558,2009
1540,4181,2010
1541,564,2011
1542,1350,2012
1543,519,2013
1544,1716,2014
1545,2678,2015
1546,3769,2016
1547,5091,2017
1548,4987,2018
1549,2592,2019
1550,4098,2020
1551,654,2021
1552,1272,2022
1553,822,2023
1554,1020,2024
1555,1645,2025
1556,2150,2026
1557,558,2027
1558,4384,2028
1559,888,2029
1560,4942,2030
1561,4401,2031
1562,1263,2032
1563,3575,2033
1564,1843,2034
1565,4988,2035
1566,2368,2036
1567,3307,2037
1568,3492,2038
1569,1476,2039
1570,2767,2040
1571,5049,2041
1572,575,2042
1573,4198,2043
1574,1283,2044
1574,2141,2045
1574,3067,2046
1575,2635,2047
1576,5212,2048
1577,697,2049
1578,4545,2050
1579,4250,2051
1579,5226,2052
1580,3712,2053
1581,1693,2054
1582,211,2055
1583,4584,2056
1583,1938,2057
1584,2021,2058
1585,464,2059
1586,3769,2060
1587,4314,2061
1588,4367,2062
1589,883,2063
1590,2491,2064
1591,1033,2065
1592,4684,2066
1593,3364,2067
1594,1003,2068
1594,4784,2069
1595,1544,2070
1595,741,2071
1595,1021,2072
1596,620,2073
1597,322,2074
1597,2845,2075
1598,2397,2076
1598,3484,2077
1599,1410,2078
1600,4051,2079
1601,899,2080
1602,1993,2081
1603,4685,2082
1604,1783,2083
1605,1655,2084
1606,1043,2085
1607,2834,2086
1608,5260,2087
1609,4144,2088
1610,1525,2089
1611,138,2090
1612,3713,2091
1613,1795,2092
1614,940,2093
1615,2476,2094
1616,3407,2095
1617,2553,2096
1618,641,2097
1619,4196,2098
1620,5200,2099
1621,1565,2100
1622,1176,2101
1623,4916,2102
1624,3308,2103
1625,1833,2104
1626,578,2105
1627,3433,2106
1628,2091,2107
1628,185,2108
1629,3430,2109
1630,3272,2110
1631,2960,2111
1632,3960,2112
1633,1260,2113
1634,3459,2114
1635,2226,2115
1636,4512,2116
1637,5214,2117
1638,3711,2118
1639,4165,2119
1639,3714,2120
1640,4831,2121
1641,2554,2122
1642,1102,2123
1643,2651,2124
1643,2485,2125
1643,3584,2126
1644,2390,2127
1645,4442,2128
1645,1750,2129
1646,2736,2130
1647,1628,2131
1648,4455,2132
1649,3677,2133
1650,2576,2134
1651,3970,2135
1652,1761,2136
1653,1709,2137
1653,737,2138
1654,1005,2139
1655,227,2140
1656,3878,2141
1656,4353,2142
1657,4079,2143
1658,3400,2144
1659,1152,2145
1660,3961,2146
1661,2059,2147
1662,4748,2148
1663,2752,2149
1664,3261,2150
1665,4799,2151
1666,38,2152
1667,850,2153
1668,1322,2154
1669,4726,2155
1670,3573,2156
1671,2648,2157
1672,622,2158
1673,4000,2159
1674,4230,2160
1675,4387,2161
1675,4068,2162
1675,2403,2163
1676,1063,2164
1676,582,2165
1677,1539,2166
1678,2265,2167
1679,5232,2168
1680,578,2169
1680,974,2170
1681,456,2171
1681,2855,2172
1682,2624,2173
1683,3424,2174
1684,3745,2175
1685,3134,2176
1686,4493,2177
1687,1899,2178
1688,2754,2179
1689,1607,2180
1690,1894,2181
1691,3014,2182
1692,148,2183
1692,3466,2184
1692,1300,2185
1693,4438,2186
1694,4795,2187
1695,1296,2188
1696,1677,2189
1697,4569,2190
1698,3820,2191
1699,1982,2192
1700,2156,2193
1701,814,2194
1702,124,2195
1703,1340,2196
1704,3713,2197
1705,3778,2198
1706,724,2199
1707,3464,2200
1708,4767,2201
1709,2140,2202
1710,3534,2203
1711,999,2204
1712,5024,2205
1713,3207,2206
1714,4588,2207
1715,4636,2208
1716,2602,2209
1717,1920,2210
1718,2288,2211
1719,4844,2212
1720,1751,2213
1721,652,2214
1722,2321,2215
1723,2768,2216
1723,2604,2217
1723,2560,2218
1724,1804,2219
1725,3676,2220
1726,3892,2221
1727,4127,2222
1728,1783,2223
1729,444,2224
1730,1248,2225
1731,4776,2226
1732,5323,2227
1732,1229,2228
1733,64,2229
1734,95,2230
1735,3108,2231
1736,2706,2232
1737,1083,2233
1738,3951,2234
1739,3961,2235
1740,804,2236
1741,1152,2237
1742,3923,2238
1743,725,2239
1744,1355,2240
1745,2073,2241
1746,2449,2242
1747,2113,2243
1748,1981,2244
1749,2896,2245
1749,3554,2246
1750,4663,2247
1751,55,2248
1751,5091,2249
1751,3749,2250
1752,444,2251
1753,1025,2252
1754,2122,2253
1755,4660,2254
1756,614,2255
1757,3436,2256
1758,2439,2257
1759,3454,2258
1760,2013,2259
1761,4018,2260
1762,3561,2261
1763,251,2262
1764,260,2263
1765,79,2264
1766,2296,2265
1767,1227,2266
1768,751,2267
1769,4636,2268
1769,2366,2269
1770,2684,2270
1771,733,2271
1772,3023,2272
1773,1990,2273
1774,3541,2274
1775,72,2275
1776,1854,2276
1777,503,2277
1778,2320,2278
1779,13,2279
1780,4616,2280
1781,2555,2281
1782,1842,2282
1783,3043,2283
1784,4103,2284
1785,3886,2285
1786,398,2286
1787,2442,2287
1788,3848,2288
1789,4376,2289
1790,3828,2290
1791,2685,2291
1792,1210,2292
1793,890,2293
1793,2602,2294
1794,865,2295
1795,19,2296
1795,206,2297
1796,1057,2298
1797,4675,2299
1798,4529,2300
1799,3618,2301
1800,3275,2302
1800,1633,2303
1801,4560,2304
1802,2517,2305
1803,5042,2306
1804,4420,2307
1804,3742,2308
1805,5125,2309
1805,4124,2310
1806,4075,2311
1807,3809,2312
1808,2970,2313
1809,3066,2314
1810,5042,2315
1811,1278,2316
1812,4359,2317
1813,4333,2318
1814,197,2319
1815,453,2320
1816,3094,2321
1817,4728,2322
1817,4982,2323
1817,2906,2324
1818,615,2325
1819,3133,2326
1820,2338,2327
1821,1580,2328
1822,3438,2329
1823,297,2330
1824,3474,2331
1824,4751,2332
1825,3067,2333
1826,3471,2334
1827,974,2335
1827,125,2336
1828,5254,2337
1829,3684,2338
1830,1740,2339
1831,1083,2340
1832,2200,2341
1833,2502,2342
1834,235,2343
1835,4772,2344
1836,2437,2345
1837,1274,2346
1838,4794,2347
1839,37,2348
1840,3077,2349
1841,265,2350
1842,2263,2351
1843,2988,2352
1844,132,2353
1845,5038,2354
1846,2792,2355
1847,4452,2356
1848,2008,2357
1849,1075,2358
1850,4556,2359
1851,3411,2360
1852,4630,2361
1853,2430,2362
1854,3079,2363
1855,4300,2364
1856,5025,2365
1857,1770,2366
1858,3996,2367
1859,3778,2368
1859,4866,2369
1859,3879,2370
1860,4353,2371
1861,2467,2372
1862,5036,2373
1863,2321,2374
1864,2045,2375
1865,1442,2376
1866,3818,2377
1867,3983,2378
1868,2747,2379
1869,3834,2380
1870,1553,2381
1871,5242,2382
1872,1155,2383
1873,4681,2384
1874,885,2385
1875,5200,2386
1876,1012,2387
1877,4102,2388
1878,319,2389
1879,4052,2390
1880,2373,2391
1881,4576,2392
1882,1189,2393
1883,3586,2394
1884,2370,2395
1885,2986,2396
1886,2350,2397
1887,4003,2398
1888,1101,2399
1888,4212,2400
1889,842,2401
1890,4869,2402
1891,358,2403
1892,3407,2404
1892,2621,2405
1893,1154,2406
1894,1805,2407
1894,5071,2408
1895,3334,2409
1896,1021,2410
1897,4781,2411
1897,743,2412
1897,113,2413
1898,3970,2414
1899,1145,2415
1900,3887,2416
1901,1826,2417
1901,1670,2418
1902,3824,2419
1903,3469,2420
1904,1441,2421
1905,4639,2422
1906,4515,2423
1907,1668,2424
1908,2058,2425
1908,3463,2426
1908,3091,2427
1909,1597,2428
1910,2305,2429
1910,2419,2430
1911,3906,2431
1912,4175,2432
1913,533,2433
1914,1446,2434
1915,637,2435
1916,4612,2436
1916,2991,2437
1916,2104,2438
1917,328,2439
1918,1670,2440
1919,3194,2441
1920,4972,2442
1921,4900,2443
1922,5221,2444
1923,5281,2445
1924,754,2446
1925,1318,2447
1926,3148,2448
1927,2405,2449
1928,861,2450
1929,2200,2451
1930,1768,2452
1931,5176,2453
1932,77,2454
1933,2709,2455
1934,4268,2456
1935,361,2457
1936,1728,2458
1937,2263,2459
1938,2884,2460
1939,4102,2461
1940,3711,2462
1941,211,2463
1942,4474,2464
1943,1191,2465
1944,4549,2466
1945,1670,2467
1946,3569,2468
1947,3764,2469
1948,245,2470
1949,3663,2471
1950,4804,2472
1951,109,2473
1952,4175,2474
1953,2289,2475
1954,2319,2476
1955,3777,2477
1956,763,2478
1957,2555,2479
1958,3918,2480
1959,2759,2481
1960,5320,2482
1961,3618,2483
1962,913,2484
1963,1816,2485
1963,5246,2486
1964,4314,2487
1965,3003,2488
1966,2159,2489
1967,4828,2490
1968,1474,2491
1969,3451,2492
1970,351,2493
1970,4848,2494
1971,4783,2495
1972,675,2496
1973,616,2497
1973,2432,2498
1974,5128,2499
1975,2294,2500
1976,947,2501
1977,4220,2502
1978,1578,2503
1979,330,2504
1980,513,2505
1981,1144,2506
1982,3505,2507
1982,3527,2508
1983,3285,2509
1984,3783,2510
1985,1775,2511
1986,1538,2512
1987,3106,2513
1988,2190,2514
1989,1523,2515
1990,1025,2516
1991,2547,2517
1992,2319,2518
1993,663,2519
1994,1048,2520
1995,4955,2521
1996,707,2522
1997,1526,2523
1998,693,2524
1999,1834,2525
2000,2370,2526
2001,1579,2527
2002,4884,2528
2003,1543,2529
2004,4349,2530
2005,3913,2531
2006,4351,2532
2007,1942,2533
2008,2958,2534
2009,3561,2535
2010,2999,2536
2011,1597,2537
2012,2296,2538
2013,4412,2539
2014,709,2540
2015,5119,2541
2016,765,2542
2017,4612,2543
2018,693,2544
2019,3450,2545
2020,2905,2546
2021,201,2547
2022,2580,2548
2023,4856,2549
2024,1392,2550
2025,4292,2551
2026,5075,2552
2027,1292,2553
2028,3408,2554
2029,2314,2555
2030,2474,2556
2031,3644,2557
2032,2666,2558
2033,559,2559
2034,4561,2560
2035,2178,2561
2036,1167,2562
2037,1602,2563
2038,819,2564
2039,3742,2565
2040,2794,2566
2041,364,2567
2042,106,2568
2043,454,2569
2044,4095,2570
2045,801,2571
2046,3473,2572
2047,2794,2573
2048,2001,2574
2049,3717,2575
2050,4374,2576
2051,5318,2577
2052,1767,2578
2053,3295,2579
2054,1873,2580
2055,2345,2581
2056,968,2582
2057,3986,2583
2058,2846,2584
2059,863,2585
2060,4934,2586
2061,432,2587
2062,2537,2588
2063,388,2589
2064,3403,2590
2065,3155,2591
2066,2335,2592
2067,2935,2593
2068,4454,2594
2069,177,2595
2070,1445,2596
2071,171,2597
2071,2329,2598
2072,798,2599
2073,2455,2600
2074,1563,2601
2075,3651,2602
2076,3655,2603
2077,1181,2604
2077,3604,2605
2078,340,2606
2079,2025,2607
2080,4742,2608
2081,2831,2609
2082,1108,2610
2083,4372,2611
2084,2587,2612
2085,4398,2613
2086,4044,2614
2087,2307,2615
2088,2735,2616
2089,2262,2617
2090,3378,2618
2091,2158,2619
2092,4798,2620
2092,4011,2621
2093,4300,2622
2094,4380,2623
2095,4376,2624
2096,2653,2625
2097,830,2626
2098,4864,2627
2099,1507,2628
2100,2952,2629
2101,3756,2630
2102,1779,2631
2103,2971,2632
2104,4332,2633
2105,2634,2634
2106,2936,2635
2107,824,2636
2108,1883,2637
2109,4654,2638
2110,4462,2639
2111,425,2640
2112,4101,2641
2112,4827,2642
2112,178,2643
2113,3003,2644
2114,1064,2645
2115,607,2646
2116,4941,2647
2117,4487,2648
2118,1407,2649
2119,579,2650
2120,3201,2651
2121,745,2652
2122,766,2653
2123,5106,2654
2124,1624,2655
2125,2780,2656
2126,334,2657
2127,480,2658
2128,281,2659
2129,2727,2660
2130,3401,2661
2131,360,2662
2131,2097,2663
2131,4704,2664
2132,2170,2665
2132,2319,2666
2133,3609,2667
2134,3995,2668
2135,1821,2669
2136,5067,2670
2137,201,2671
2138,4420,2672
2139,4986,2673
2140,4343,2674
2141,2476,2675
2142,4641,2676
2143,1050,2677
2144,495,2678
2145,1312,2679
2146,325,2680
2147,178,2681
2148,2155,2682
2149,1786,2683
2150,2993,2684
2151,2941,2685
2151,3436,2686
2152,5034,2687
2153,5116,2688
2154,4631,2689
2155,1093,2690
2156,3729,2691
2157,5248,2692
2158,1289,2693
2159,3144,2694
2160,2467,2695
2161,2069,2696
2162,2138,2697
2163,2413,2698
2164,5006,2699
2165,1962,2700
2166,1836,2701
2167,2262,2702
2168,396,2703
2169,1104,2704
2170,962,2705
2171,4004,2706
2172,2872,2707
2173,2320,2708
2174,528,2709
2175,792,2710
2176,1001,2711
2177,2170,2712
2178,4427,2713
2179,1480,2714
2180,2764,2715
2181,3825,2716
2182,4853,2717
2183,4908,2718
2184,693,2719
2185,206,2720
2186,1222,2721
2187,1092,2722
2187,3278,2723
2187,4525,2724
2188,5278,2725
2189,2393,2726
2190,4360,2727
2191,2448,2728
2192,4281,2729
2193,781,2730
2194,3335,2731
2195,12,2732
2196,3944,2733
2197,131,2734
2198,2459,2735
2199,1105,2736
2200,2169,2737
2201,4690,2738
2202,1047,2739
2203,1487,2740
2204,2933,2741
2205,3158,2742
2206,5225,2743
2207,812,2744
2208,1536,2745
2209,4383,2746
2210,3291,2747
2211,3556,2748
2211,298,2749
2211,4352,2750
2212,3710,2751
2213,2690,2752
2214,3364,2753
2215,4682,2754
2216,3636,2755
2217,1207,2756
2218,5028,2757
2219,4489,2758
2220,2695,2759
2221,1391,2760
2221,2866,2761
2222,1026,2762
2223,916,2763
2224,53,2764
2225,4329,2765
2225,4912,2766
2226,4134,2767
2227,4271,2768
2228,5194,2769
2229,378,2770
2230,2598,2771
2231,4536,2772
2232,2846,2773
2233,332,2774
2234,4444,2775
2235,3975,2776
2236,966,2777
2237,3414,2778
2238,3302,2779
2239,3293,2780
2240,5258,2781
2241,5250,2782
2242,2926,2783
2243,1288,2784
2244,605,2785
2245,4605,2786
2245,2668,2787
2245,999,2788
2246,2932,2789
2247,4765,2790
2248,325,2791
2249,2123,2792
2250,4929,2793
2251,1359,2794
2252,3942,2795
2253,5316,2796
2254,3027,2797
2255,1579,2798
2256,3946,2799
2257,2991,2800
2258,4394,2801
2259,518,2802
2260,2588,2803
2261,3291,2804
2262,2409,2805
2263,2000,2806
2264,1764,2807
2265,2563,2808
2266,4801,2809
2267,2319,2810
2268,2279,2811
2269,4811,2812
2269,2038,2813
2270,3105,2814
2271,741,2815
2272,2012,2816
2273,2462,2817
2274,3680,2818
2275,2082,2819
2276,1252,2820
2277,2288,2821
2278,2434,2822
2279,4724,2823
2280,3995,2824
2281,4133,2825
2282,2655,2826
2283,531,2827
2284,1261,2828
2285,5045,2829
2286,307,2830
2287,4195,2831
2288,5137,2832
2289,449,2833
2290,1317,2834
2290,4890,2835
2290,1495,2836
2291,4284,2837
2292,5252,2838
2292,4580,2839
2292,4667,2840
2293,3263,2841
2294,4810,2842
2295,3746,2843
2296,215,2844
2297,1212,2845
2298,4112,2846
2299,1211,2847
2300,2208,2848
2301,4734,2849
2302,1848,2850
2303,2533,2851
2304,3029,2852
2305,94,2853
2306,1575,2854
2307,3974,2855
2308,863,2856
2309,442,2857
2310,43,2858
2311,4437,2859
2312,2077,2860
2313,5203,2861
2314,1495,2862
2315,1868,2863
2316,2971,2864
2317,2349,2865
2318,2977,2866
2319,4059,2867
2320,5138,2868
2321,1867,2869
2322,1656,2870
2323,465,2871
2324,4711,2872
2325,983,2873
2326,593,2874
2327,2072,2875
2328,3846,2876
2329,5257,2877
2330,2036,2878
2331,3843,2879
2332,2680,2880
2333,3807,2881
2334,3088,2882
2335,4379,2883
2336,2694,2884
2337,3029,2885
2338,4040,2886
2339,480,2887
2340,2654,2888
2341,2776,2889
2342,2130,2890
2343,4892,2891
2344,1619,2892
2345,2050,2893
2346,4397,2894
2347,1250,2895
2348,1269,2896
2348,1977,2897
2348,3563,2898
2349,402,2899
2350,1105,2900
2351,2638,2901
2352,2551,2902
2353,3777,2903
2354,1823,2904
2355,2965,2905
2356,874,2906
2357,397,2907
2358,4296,2908
2359,5310,2909
2360,836,2910
2361,146,2911
2362,2113,2912
2363,4662,2913
2364,3321,2914
2365,2870,2915
2366,4413,2916
2367,2423,2917
2368,3281,2918
2369,2603,2919
2370,1708,2920
2371,4636,2921
2372,887,2922
2373,1727,2923
2374,1626,2924
2375,567,2925
2376,2840,2926
2377,920,2927
2378,4931,2928
2379,870,2929
2380,1064,2930
2381,5002,2931
2382,32,2932
2383,2005,2933
2384,4932,2934
2385,1707,2935
2386,5004,2936
2387,4677,2937
2388,641,2938
2389,1166,2939
2390,1146,2940
2391,3977,2941
2392,3851,2942
2393,4870,2943
2394,2888,2944
2395,3242,2945
2396,5119,2946
2397,5069,2947
2398,5230,2948
2399,2908,2949
2400,2,2950
2401,6,2951
2402,4989,2952
2403,5279,2953
2404,3610,2954
2405,3180,2955
2406,1613,2956
2407,231,2957
2408,1209,2958
2409,3610,2959
2410,3302,2960
2411,1465,2961
2412,2544,2962
2413,3918,2963
2414,3829,2964
2415,265,2965
2416,3363,2966
2417,419,2967
2418,1513,2968
2419,2907,2969
2420,1898,2970
2421,1759,2971
2422,4225,2972
2423,1587,2973
2423,453,2974
2424,1657,2975
2425,2857,2976
2426,3747,2977
2427,4013,2978
2428,3595,2979
2429,5292,2980
2430,3009,2981
2431,3564,2982
2432,1676,2983
2433,571,2984
2434,1065,2985
2435,4351,2986
2436,3211,2987
2437,5326,2988
2438,451,2989
2439,4478,2990
2440,4278,2991
2441,3371,2992
2442,2530,2993
2443,1095,2994
2443,2476,2995
2443,144,2996
2444,781,2997
2445,2935,2998
2446,3175,2999
2446,271,3000
2447,739,3001
2448,763,3002
2449,1220,3003
2450,1607,3004
2451,1427,3005
2452,2883,3006
2453,577,3007
2454,680,3008
2455,3841,3009
2456,5120,3010
2457,670,3011
2458,3990,3012
2459,4850,3013
2460,3361,3014
2461,2383,3015
2462,3935,3016
2462,827,3017
2462,1187,3018
2463,4312,3019
2464,2771,3020
2465,4373,3021
2466,2393,3022
2467,2734,3023
2468,5059,3024
2469,1562,3025
2470,2668,3026
2471,4224,3027
2472,1773,3028
2473,3407,3029
2474,2420,3030
2475,198,3031
2476,3363,3032
2477,4012,3033
2478,4386,3034
2478,696,3035
2479,1506,3036
2480,3192,3037
2481,4874,3038
2482,1790,3039
2483,2044,3040
2483,4833,3041
2484,4030,3042
2485,3132,3043
2486,1506,3044
2486,1257,3045
2487,223,3046
2488,3514,3047
2489,2248,3048
2490,573,3049
2491,1742,3050
2492,1362,3051
2493,3194,3052
2494,1289,3053
2495,4839,3054
2496,3745,3055
2497,2328,3056
2498,1501,3057
2499,2618,3058
2500,5097,3059
2501,1955,3060
2502,2159,3061
2503,1737,3062
2504,743,3063
2505,62,3064
2506,954,3065
2507,4816,3066
2508,5114,3067
2509,3860,3068
2510,1635,3069
2511,596,3070
2512,2804,3071
2513,2675,3072
2514,336,3073
2514,2437,3074
2514,2327,3075
2515,3811,3076
2516,3692,3077
2517,2084,3078
2518,61,3079
2519,271,3080
2520,2972,3081
2521,605,3082
2521,4312,3083
2521,4823,3084
2522,3981,3085
2523,358,3086
2524,4872,3087
2525,4419,3088
2526,139,3089
2527,5325,3090
2528,66,3091
2529,877,3092
2530,3420,3093
2531,277,3094
2532,2078,3095
2533,2176,3096
2534,3938,3097
2535,1163,3098
2536,2682,3099
2537,943,3100
2538,317,3101
2539,1606,3102
2540,1935,3103
2541,1670,3104
2542,466,3105
2543,4213,3106
2544,1685,3107
2545,4600,3108
2546,2435,3109
2546,3573,3110
2546,3442,3111
2547,2963,3112
2548,1802,3113
2549,4953,3114
2550,1411,3115
2551,981,3116
2552,1521,3117
2553,4282,3118
2554,4997,3119
2555,5238,3120
2556,1518,3121
2557,4371,3122
2558,2395,3123
2559,3845,3124
2560,3933,3125
2561,2363,3126
2562,191,3127
2563,2133,3128
2564,2424,3129
2565,3185,3130
2566,3970,3131
2567,4834,3132
2568,1739,3133
2569,3058,3134
2570,4907,3135
2571,1395,3136
2571,3891,3137
2572,3276,3138
2573,1345,3139
2574,5018,3140
2575,2268,3141
2576,861,3142
2577,1977,3143
2578,1988,3144
2579,3403,3145
2580,5061,3146
2581,3834,3147
2582,5036,3148
2583,1612,3149
2584,1905,3150
2585,5327,3151
2585,2117,3152
2586,2542,3153
2587,912,3154
2588,434,3155
2589,210,3156
